modification/mk41_mod;Mk 41 挂\t架;
modification/mk41_mod/desc;可\t携\t带 100 磅\t炸\t弹。;
modification/ju-88_4xSC250;ETC 250/IV 挂\t架;
modification/ju-88_4xSC250/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/ju-88_2xSC500;ETC 500/II 挂\t架;
modification/ju-88_2xSC500/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/ju-88_etc1000;ETC 1000/I 挂\t架;
modification/ju-88_etc1000/desc;可\t携\t带 1,000 千\t克\t炸\t弹。;
modification/ju-88_itc50;ITC 50/IX 挂\t架;
modification/ju-88_itc50/desc;可\t携\t带\t额\t外\t的 50 千\t克\t炸\t弹。;
modification/etc1800;ETC 1800 挂\t架;
modification/etc1800/desc;可\t携\t带 1,800 千\t克\t炸\t弹。;
modification/etc2500;ETC 2500 挂\t架;
modification/etc2500/desc;可\t携\t带 2,500 千\t克\t炸\t弹。;
modification/ju_88_SC250;SC 250;
modification/ju_88_SC250/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/ju_88_SC500;SC 500;
modification/ju_88_SC500/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/ju_88_SC1000;SC 1000;
modification/ju_88_SC1000/desc;可\t携\t带 1,000 千\t克\t炸\t弹。;
modification/ju_88_SC1800;SC 1800;
modification/ju_88_SC1800/desc;可\t携\t带 1,800 千\t克\t炸\t弹。;
modification/fx1400;FX 1400 挂\t架;
modification/fx1400/desc;可\t携\t带 PC 1400X 无\t线\t电\t制\t导\t滑\t翔\t炸\t弹。;
modification/de_x4_ruhrstahl/desc;可\t携\t带\t鲁\t尔\t钢\t铁 Ru 344 X-4 空\t对\t空\t导\t弹。;
modification/de_x4_ruhrstahl;X-4;
modification/sb-2_der-25;Der-33 挂\t架;
modification/sb-2_der-25/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/ro_82_mod;RO-82 挂\t架;
modification/ro_82_mod/desc;可\t携\t带 RS-82 火\t箭\t弹。;
modification/ros_132_mod;ROS-132;
modification/ros_132_mod/desc;可\t携\t带 RO-132 火\t箭\t弹。;
modification/ro_132_mod;RO-132 挂\t架;
modification/ro_132_mod/desc;可\t携\t带 RS-132 火\t箭\t弹。;
modification/ro_250kg_bomb_45;BA-250;
modification/ro_250kg_bomb_45/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/ro_500kg_bomb_45;BA-500;
modification/ro_500kg_bomb_45/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/ro_aam_a91;A-91;
modification/ro_aam_a91/desc;可\t携\t带 A-91 空\t对\t空\t导\t弹。;
modification/ro_prn_122;PRN-122;
modification/ro_prn_122/desc;可\t携\t带 PRN-122 火\t箭\t弹。;
modification/jp_rocket_type3_9kg;三\t式\t一\t番\t二\t八\t号\t一\t型\t火\t箭\t弹;
modification/jp_rocket_type3_9kg/desc;可\t携\t带\t三\t式\t一\t番\t二\t八\t号\t一\t型\t火\t箭\t弹。;
modification/jp_rocket_type3_13kg;五\t式\t一\t番\t九\t号\t火\t箭\t弹;
modification/jp_rocket_type3_13kg/desc;可\t携\t带\t五\t式\t一\t番\t九\t号\t火\t箭\t弹。;
modification/jp_rocket_type3_66kg;三\t式\t六\t番\t二\t七\t号\t一\t型\t火\t箭\t弹;
modification/jp_rocket_type3_66kg/desc;可\t携\t带\t三\t式\t六\t番\t二\t七\t号\t一\t型\t火\t箭\t弹。;
modification/jp_rocket_type3_84kg;五\t式\t六\t番\t九\t号\t火\t箭\t弹;
modification/jp_rocket_type3_84kg/desc;可\t携\t带\t五\t式\t六\t番\t九\t号\t火\t箭\t弹。;
modification/n1k_5in_mod15;三\t式\t一\t番\t二\t八\t号\t一\t型\t火\t箭\t弹;
modification/n1k_5in_mod15/desc;可\t携\t带\t三\t式\t一\t番\t二\t八\t号\t一\t型\t火\t箭\t弹。;
modification/n1k_7in_mod20;7 英\t寸 20 型\t挂\t架;
modification/n1k_7in_mod20/desc;可\t携\t带 60 千\t克\t炸\t弹。;
modification/n1k_12in_mod30;12 英\t寸 30 型\t挂\t架;
modification/n1k_12in_mod30/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/n1k_14in_mod35;14 英\t寸 35 型\t挂\t架;
modification/n1k_14in_mod35/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/spread_change;%s 弹\t道\t散\t布\t(500 米\t距\t离);
modification/overheat_change;%s 平\t均\t无\t故\t障\t时\t间;
modification/overheadCooldown_change;%s 街\t机\t模\t式\t加\t力\t冷\t却\t时\t间;
modification/armor_change;%s 整\t体\t防\t御\t强\t度;
modification/cutProbability_change;%s 整\t体\t结\t构\t强\t度;
modification/fmbc_mk2/desc;可\t携\t带 500 磅\t炸\t弹。;
modification/fmbc_mk2;FMBC Mk 2 挂\t架;
modification/flbc_mk2/desc;可\t携\t带\t额\t外\t的 1,000 磅\t炸\t弹。;
modification/flbc_mk2;FLBC Mk 1 挂\t架;
modification/halker_sbc;HSBC Mk II 挂\t架;
modification/halker_sbc/desc;可\t携\t带 250 磅\t炸\t弹。;
modification/halker_mbc;HMBC Mk II 挂\t架;
modification/halker_mbc/desc;可\t携\t带 500 磅\t炸\t弹。;
modification/halker_lbc;HLBC Mk III 挂\t架;
modification/halker_lbc/desc;可\t携\t带 1,000 磅\t炸\t弹。;
modification/halker_rc;HRC Mk VIII 挂\t架;
modification/halker_rc/desc;可\t携\t带 RP-3 和 AP 火\t箭\t弹。;
modification/halker_rc_mk2;HRC Mk IX 挂\t架;
modification/halker_rc_mk2/desc;可\t携\t带 RP-3 和 AP Mk II 火\t箭\t弹。;
modification/gloster_src;GRC Mk VII 挂\t架;
modification/gloster_src/desc;可\t携\t带 HVAR 火\t箭\t弹。;
modification/triplex_rp;三\t合\t一 RP;
modification/triplex_rp/desc;可\t携\t带\t”三\t合\t一“\tRP 火\t箭\t弹。;
modification/uncle_tom;汤\t姆\t叔\t叔;
modification/uncle_tom/desc;可\t携\t带\t“汤\t姆\t叔\t叔”\t火\t箭\t弹。;
modification/red_angel;红\t色\t天\t使;
modification/red_angel/desc;可\t携\t带\t“红\t色\t天\t使”\t火\t箭\t弹。;
modification/gloster_rc;GRC Mk VIII 挂\t架;
modification/gloster_rc/desc;可\t携\t带 RP-3 和 AP Mk I 火\t箭\t弹。;
modification/gloster_rc_mk2;HRC Mk IX 挂\t架;
modification/gloster_rc_mk2/desc;可\t携\t带 RP-3 和 AP Mk II 火\t箭\t弹。;
modification/gloster_rc_add;GRC Mk IX 挂\t架;
modification/gloster_rc_add/desc;可\t携\t带\t额\t外\t的 RP-3 和 AP 火\t箭\t弹。;
modification/gloster_lbc;GLBC Mk III 挂\t架;
modification/gloster_lbc/desc;可\t携\t带 1,000 磅\t炸\t弹。;
modification/etc50_4_mod;ETC 50/IV 挂\t架;
modification/etc50_4_mod/desc;可\t携\t带 50 千\t克\t炸\t弹。;
modification/etc250_2_mod;ETC 250/II 挂\t架;
modification/etc250_2_mod/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/su_25_x38ml;Kh-38ML;
modification/su_25_x38ml/desc;可\t携\t带 Kh-38ML 导\t弹。;
modification/su_25_x38mt;Kh-38MT;
modification/su_25_x38mt/desc;可\t携\t带 Kh-38MT 导\t弹。;
modification/su_x38ml_e;Kh-38MLE;
modification/su_x38ml_e/desc;可\t携\t带 Kh-38MLE 导\t弹。;
modification/su_x38mt_e;Kh-38MTE;
modification/su_x38mt_e/desc;可\t携\t带 Kh-38MTE 导\t弹。;
modification/cn_ts_250/desc;可\t携\t带 GB250 制\t导\t炸\t弹。;
modification/cn_ts_250;GB250;
modification/cn_ls_500j/desc;可\t携\t带 GB500 制\t导\t炸\t弹。;
modification/cn_ls_500j;GB500;
modification/cn_ls_1000j/desc;可\t携\t带 GB1000 制\t导\t炸\t弹。;
modification/cn_ls_1000j;GB1000;
modification/su_25_x29te/desc;可\t携\t带 Kh-29TE 导\t弹。;
modification/su_25_x29te;Kh-29TE;
modification/su_x29te_x59m/desc;可\t携\t带 Kh-29TE 和 Kh-59M 导\t弹。;
modification/su_x29te_x59m;Kh-29TE/59M;
modification/su_27sm_x29td/desc;可\t携\t带 Kh-29TD 导\t弹。;
modification/su_27sm_x29td;Kh-29TD;
modification/mig_27_x29t/desc;可\t携\t带 Kh-29T 导\t弹。;
modification/mig_27_x29t;Kh-29T;
modification/su_kh_59/desc;可\t携\t带 Kh-59 导\t弹。;
modification/su_kh_59;Kh-59;
modification/ch_kd_88/desc;可\t携\t带 空\t地\t-88 导\t弹。;
modification/ch_kd_88;空\t地\t-88;
modification/ch_kd_88a/desc;可\t携\t带 空\t地\t-88A 导\t弹。;
modification/ch_kd_88a;空\t地\t-88A;
modification/su_fab_500_kab_500s/desc;可\t携\t带 FAB-500 炸\t弹\t和 KAB-500S 制\t导\t炸\t弹。;
modification/su_fab_500_kab_500s;FAB-500/KAB-500S;
modification/su_fab_500_upab_500b/desc;可\t携\t带 FAB-500 炸\t弹\t和 UPAB-500B 制\t导\t炸\t弹。;
modification/su_fab_500_upab_500b;FAB-500/UPAB-500B;
modification/upab_500b/desc;可\t携\t带 UPAB-500B 制\t导\t炸\t弹。;
modification/upab_500b;UPAB-500B;
modification/upab_1500/desc;可\t携\t带 UPAB-1500B 制\t导\t炸\t弹。;
modification/upab_1500;UPAB-1500B;
modification/upab_500b_e/desc;可\t携\t带 UPAB-500B-E 制\t导\t炸\t弹。;
modification/upab_500b_e;UPAB-500B-E;
modification/upab_1500_e/desc;可\t携\t带 UPAB-1500B-E 制\t导\t炸\t弹。;
modification/upab_1500_e;UPAB-1500B-E;
modification/su_fab_1500_upab_1500/desc;可\t携\t带 FAB-1500 炸\t弹\t和 UPAB-1500 制\t导\t炸\t弹。;
modification/su_fab_1500_upab_1500;FAB-1500/UPAB-1500;
modification/su_fab_3000_umpk_3000/desc;可\t携\t带 FAB-3000 炸\t弹\t和 FAB-3000 UMPK 制\t导\t炸\t弹。;
modification/su_fab_3000_umpk_3000;FAB-3000 UMPK;
modification/su_24m2_fab_500_kab_500s/desc;升\t级\t为\t苏-24M2，\t可\t携\t带 FAB-500 炸\t弹\t和 KAB-500S 制\t导\t炸\t弹。;
modification/su_24m2_fab_500_kab_500s;苏\t-24M2;
modification/mig_27_kab_500/desc;可\t携\t带 KAB-500Kr 制\t导\t炸\t弹。;
modification/mig_27_kab_500;KAB-500Kr;
modification/mig_27_kab_500l/desc;可\t携\t带 KAB-500L 激\t光\t制\t导\t炸\t弹。;
modification/mig_27_kab_500l;KAB-500L;
modification/su_kab_500lg/desc;可\t携\t带 KAB-500LG 激\t光\t制\t导\t炸\t弹。;
modification/su_kab_500lg;KAB-500LG;
modification/su_kab_laser/desc;可\t携\t带 KAB-500 和 KAB-1500LG 激\t光\t制\t导\t炸\t弹。;
modification/su_kab_laser;KAB-500/KAB-1500LG;
modification/cn_kab_laser/desc;可\t携\t带 GB250 激\t光\t制\t导\t炸\t弹。;
modification/cn_kab_laser;GB250;
modification/su_27_kab_1500/desc;可\t携\t带 KAB-1500Kr 制\t导\t炸\t弹。;
modification/su_27_kab_1500;KAB-1500Kr;
modification/su_kab_tv/desc;可\t携\t带 KAB-500 和 KAB-1500Kr 炸\t弹。;
modification/su_kab_tv;KAB-500/KAB-1500Kr;
modification/su_kab_1500l/desc;可\t携\t带 KAB-1500L 制\t导\t炸\t弹。;
modification/su_kab_1500l;KAB-1500L;
modification/su_kab_1500lg/desc;可\t携\t带 KAB-1500LG 制\t导\t炸\t弹。;
modification/su_kab_1500lg;KAB-1500LG;
modification/us_agm_62/desc;可\t携\t带 AGM-62A\t“白\t星\t眼”\tI ER 型\t制\t导\t炸\t弹。;
modification/us_agm_62;AGM-62A;
modification/us_agm_62_2_erdl/desc;可\t携\t带 AGM-62B\t“白\t星\t眼”\tII ERDL 型\t制\t导\t炸\t弹。;
modification/us_agm_62_2_erdl;AGM-62B ERDL;
modification/us_gbu_15v1/desc;可\t携\t带 GBU-15(V)1/B 制\t导\t炸\t弹。;
modification/us_gbu_15v1;GBU-15(V)1/B;
modification/us_gbu_8_15/desc;可\t携\t带 GBU-8 或 GBU-15(V)1/B 制\t导\t炸\t弹。;
modification/us_gbu_8_15;GBU-8/15;
modification/cn_ls_6_250_ir/desc;可\t携\t带\t配\t备\t红\t外\t引\t导\t头\t的 雷\t石\t-6 250 制\t导\t炸\t弹。;
modification/cn_ls_6_250_ir;雷\t石\t-6 250\t（红\t外）;
modification/jp_gbu38_jdam/desc;可\t携\t带 GBU-38 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/jp_gbu38_jdam;GBU-38;
modification/us_500lb_mk82_gbu38_jdam/desc;可\t携\t带 500 磅\t炸\t弹\t和 GBU-38 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_500lb_mk82_gbu38_jdam;Mk 82/GBU-38;
modification/us_500lb_mk82_gbu38_gbu62_jdam/desc;可\t携\t带 500 磅\t炸\t弹\t和 GBU-38 与 GBU-62 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_500lb_mk82_gbu38_gbu62_jdam;Mk 82/GBU-38/62;
modification/us_gbu38_gbu62_jdam/desc;可\t携\t带 GBU-38 和 GBU-62 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu38_gbu62_jdam;GBU-38/62;
modification/us_500lb_mk82_gbu54b/desc;可\t携\t带 GBU-54 LJDAM 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_500lb_mk82_gbu54b;GBU-54;
modification/us_jdam/desc;可\t携\t带 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_jdam;JDAM;
modification/us_ljdam/desc;可\t携\t带 LJDAM 激\t光\t联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_ljdam;LJDAM;
modification/us_gbu54b/desc;可\t携\t带 GBU-54 和 GBU-62 LJDAM 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu54b;GBU-54/62;
modification/us_gbu55b/desc;可\t携\t带 GBU-55 LJDAM 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu55b;GBU-55;
modification/cn_sns_bomb/desc;可\t携\t带\t各\t类\t卫\t星\t制\t导\t炸\t弹。;
modification/cn_sns_bomb;卫\t星\t制\t导\t炸\t弹;
modification/gr_assta_3_0_gbu54b/desc;将\t航\t电\t系\t统\t升\t级\t到 ASSTA 3.0，\t可\t携\t带 GBU-54 LJDAM 激\t光\t制\t导\t联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/gr_assta_3_0_gbu54b;ASSTA3;
modification/us_500lb_mk82_ls_6_250/desc;可\t携\t带 500 磅\t炸\t弹\t和\t雷\t石\t-6 250 制\t导\t炸\t弹。;
modification/us_500lb_mk82_ls_6_250;Mk 82/LS-6 250;
modification/us_1000lb_mk83_ls_6_500/desc;可\t携\t带 500 磅\t炸\t弹\t和\t雷\t石\t-6 500 制\t导\t炸\t弹。;
modification/us_1000lb_mk83_ls_6_500;Mk 82/LS-6 500;
modification/us_1000lb_mk83_gbu31_jdam/desc;可\t携\t带 1,000 磅\t炸\t弹\t和 GBU-31 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_1000lb_mk83_gbu31_jdam;Mk 83/GBU-31;
modification/us_1000lb_mk83_us_2000lb_mk84/desc;可\t携\t带 1,000 磅\t和 2000 磅\t炸\t弹。;
modification/us_1000lb_mk83_us_2000lb_mk84;Mk 83/Mk 84;
modification/us_2000lb_mk84_gbu31_jdam/desc;可\t携\t带 2,000 磅\t炸\t弹\t和 GBU-31 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_2000lb_mk84_gbu31_jdam;Mk 84/GBU-31;
modification/us_2000lb_mk84_gbu31_gbu64_jdam/desc;可\t携\t带 2,000 磅\t炸\t弹\t和 GBU-31 与 GBU-64 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_2000lb_mk84_gbu31_gbu64_jdam;Mk 84/GBU-31/64;
modification/us_gbu31_gbu64_jdam/desc;可\t携\t带 GBU-31 和 GBU-64 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu31_gbu64_jdam;GBU-31/64;
modification/il_spice_2000_gbu31_jdam/desc;可\t携\t带 SPLICE 2000 制\t导\t炸\t弹\t和 GBU-31 与 GBU-64 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/il_spice_2000_gbu31_jdam;SPICE 2000/GBU-31/64;
modification/fr_bgl400/desc;可\t携\t带 BGL 400 制\t导\t炸\t弹。;
modification/fr_bgl400;BGL 400;
modification/fr_bgl400_gbu_48/desc;可\t携\t带 BGL 400 或 GBU-48 制\t导\t炸\t弹。;
modification/fr_bgl400_gbu_48;BGL 400/GBU-48;
modification/fr_bgl1000/desc;可\t携\t带 BGL 1000 制\t导\t炸\t弹。;
modification/fr_bgl1000;BGL 1000;
modification/fr_pgm_500/desc;可\t携\t带 PGM 500 制\t导\t炸\t弹。;
modification/fr_pgm_500;PGM 500;
modification/fr_pgm_2000/desc;可\t携\t带 PGM 2000 制\t导\t炸\t弹。;
modification/fr_pgm_2000;PGM 2000;
modification/il_spice_250/desc;可\t携\t带 SPICE 250 制\t导\t炸\t弹。;
modification/il_spice_250;SPICE 250;
modification/il_spice_1000/desc;可\t携\t带 SPICE 1000 制\t导\t炸\t弹。;
modification/il_spice_1000;SPICE 1000;
modification/il_spice_250_1000/desc;可\t携\t带 SPICE 250 和 SPICE 1000 制\t导\t炸\t弹。;
modification/il_spice_250_1000;SPICE 250/1000;
modification/il_spice_2000/desc;可\t携\t带 SPICE 2000 制\t导\t炸\t弹。;
modification/il_spice_2000;SPICE 2000;
modification/il_spice_1000_2000/desc;可\t携\t带 SPICE 1000 和 SPICE 2000 制\t导\t炸\t弹。;
modification/il_spice_1000_2000;SPICE 1000/2000;
modification/de_hosbo_glide_bomb/desc;可\t携\t带 HOSBO 制\t导\t炸\t弹。;
modification/de_hosbo_glide_bomb;HOSBO;
modification/fr_aasm_250_sbu_38/desc;可\t携\t带 AASM 250 (SBU 38) 制\t导\t炸\t弹。;
modification/fr_aasm_250_sbu_38;AASM 250 (SBU 38);
modification/fr_aasm_250_sbu_64/desc;可\t携\t带 AASM 250 (SBU 64) 制\t导\t炸\t弹。;
modification/fr_aasm_250_sbu_64;AASM 250 (SBU 64);
modification/fr_aasm_250_sbu_54/desc;可\t携\t带 AASM 250 (SBU 54) 制\t导\t炸\t弹。;
modification/fr_aasm_250_sbu_54;AASM 250 (SBU 54);
modification/fr_aj_168/desc;可\t携\t带 AJ.168 反\t舰\t导\t弹。;
modification/fr_aj_168;AJ.168;
modification/uk_mk_13_18/desc;可\t携\t带 Mk 13 和 Mk 18 制\t导\t炸\t弹。;
modification/uk_mk_13_18;Mk 13/18;
modification/kr_kggb/desc;可\t携\t带 KGGB 制\t导\t炸\t弹。;
modification/kr_kggb;KGGB;
modification/us_gbu_12/desc;可\t携\t带 GBU-12 制\t导\t炸\t弹。;
modification/us_gbu_12;GBU-12;
modification/us_gbu_12_22/desc;可\t携\t带 GBU-12 和 GBU-22 制\t导\t炸\t弹。;
modification/us_gbu_12_22;GBU-24/22;
modification/us_gbu_laser/desc;可\t携\t带 LGBU 激\t光\t制\t导\t炸\t弹。;
modification/us_gbu_laser;LGBU;
modification/us_gbu_12_49/desc;可\t携\t带 GBU-12 和 GBU-49 制\t导\t炸\t弹。;
modification/us_gbu_12_49;GBU-24/50;
modification/us_gbu_16/desc;可\t携\t带 GBU-16 制\t导\t炸\t弹。;
modification/us_gbu_16;GBU-16;
modification/us_gbu_48/desc;可\t携\t带 GBU-48 制\t导\t炸\t弹。;
modification/us_gbu_48;GBU-48;
modification/us_gbu_24/desc;可\t携\t带 GBU-24 制\t导\t炸\t弹。;
modification/us_gbu_24;GBU-24;
modification/us_gbu_24_gbu_50/desc;可\t携\t带 GBU-24 和 GBU-50 制\t导\t炸\t弹。;
modification/us_gbu_24_gbu_50;GBU-12/49;
modification/us_egbu_24/desc;可\t携\t带 EGBU-24 制\t导\t炸\t弹。;
modification/us_egbu_24;EGBU-24;
modification/us_gbu_10/desc;可\t携\t带 GBU-10 制\t导\t炸\t弹。;
modification/us_gbu_10;GBU-10;
modification/us_gbu_27/desc;可\t携\t带 GBU-27 制\t导\t炸\t弹。;
modification/us_gbu_27;GBU-27;
modification/us_gbu_10_gbu_24/desc;可\t携\t带 GBU-10 和 GBU-24 制\t导\t炸\t弹。;
modification/us_gbu_10_gbu_24;GBU-10/24;
modification/us_gbu_8/desc;可\t携\t带 GBU-8 制\t导\t炸\t弹。;
modification/us_gbu_8;GBU-8;
modification/us_agm_123/desc;可\t携\t带 AGM-123\t“船\t长”\t空\t对\t地\t导\t弹。;
modification/us_agm_123;AGM-123;
modification/us_agm_119a/desc;可\t携\t带\t“企\t鹅”\tMk 3\t反\t舰\t导\t弹。;
modification/us_agm_119a;“企鹅”\tMk 3;
modification/us_gbu_38/desc;可\t携\t带 GBU-38 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_38;GBU-38;
modification/us_gbu_38_62/desc;可\t携\t带 GBU-38 和 GBU-62 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_38_62;GBU-38/62;
modification/us_gbu_32/desc;可\t携\t带 GBU-32 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_32;GBU-32;
modification/us_gbu_31/desc;可\t携\t带 GBU-31 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_31;GBU-31;
modification/us_gbu_31_62/desc;可\t携\t带 GBU-31 和 GBU-62 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_31_62;GBU-31/62;
modification/us_gbu_31_64/desc;可\t携\t带 GBU-31 和 GBU-64 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_31_64;GBU-31/64;
modification/us_gbu_32_31/desc;可\t携\t带 GBU-31 和 GBU-32 与 GBU-64 JDAM 联\t合\t直\t接\t攻\t击\t弹\t药。;
modification/us_gbu_32_31;GBU-31/32/64;
modification/us_gbu39/desc;可\t携\t带 GBU-39 制\t导\t炸\t弹。;
modification/us_gbu39;GBU-39;
modification/us_agm154_jsow/desc;可\t携\t带 AGM-154 联\t合\t防\t区\t外\t武\t器;
modification/us_agm154_jsow;AGM-154;
modification/us_mk82_gbu39/desc;可\t携\t带 500 磅\t炸\t弹\t和 GBU-39 制\t导\t炸\t弹。;
modification/us_mk82_gbu39;Mk 82/GBU-39;
modification/us_mk82_gbu38_gbu39/desc;可\t携\t带 500 磅\t炸\t弹\t和 GBU-38 JDAM 及 GBU-39 制\t导\t炸\t弹。;
modification/us_mk82_gbu38_gbu39;Mk 82/GBU-38/GBU-39;
modification/us_blu27_gbu39/desc;可\t携\t带 GBU-39 制\t导\t炸\t弹\t和 BLU-27/B 燃\t烧\t弹。;
modification/us_blu27_gbu39;GBU-39/BLU-27/B;
modification/uk_paveway_iv/desc;可\t携\t带\t“宝\t石\t路”\tIV 制\t导\t炸\t弹。;
modification/uk_paveway_iv;“宝\t石\t路”\tIV;
modification/br_lizard/desc;可\t携\t带 BAFG-230\t“蜥\t蜴”\t制\t导\t炸\t弹。;
modification/br_lizard;“蜥\t蜴”;
modification/fr_atlis2/desc;可\t携\t带 ATLIS II 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/fr_atlis2;ATLIS II;
modification/it_pdlct_s_pod/desc;可\t携\t带 CLDP 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/it_pdlct_s_pod;CLDP;
modification/j_aaq_2_pod/desc;可\t携\t带 J/AAQ-2 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/j_aaq_2_pod;J/AAQ-2;
modification/gr_litening_pod/desc;可\t携\t带 LITENING II 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/gr_litening_pod;LITENING II;
modification/us_sniper_pod/desc;可\t携\t带 AN/AAQ-33 ATP 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_sniper_pod;AN/AAQ-33;
modification/gr_litening_iii_pod/desc;可\t携\t带 LITENING III 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/gr_litening_iii_pod;LITENING III;
modification/us_an_aas_38_pod/desc;可\t携\t带 AN/AAS-38 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_an_aas_38_pod;AN/AAS-38;
modification/us_an_aas_38a_pod/desc;可\t携\t带 AN/AAS-38A 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_an_aas_38a_pod;AN/AAS-38A;
modification/us_an_aas_38b_pod/desc;可\t携\t带 AN/AAS-38B 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_an_aas_38b_pod;AN/AAS-38B;
modification/us_an_asq_228_pod/desc;可\t携\t带 AN/ASQ-228 ATFLIR 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_an_asq_228_pod;ATFLIR;
modification/sniper_atp_pod/desc;可\t携\t带 AN/AAQ-33 ATP 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/sniper_atp_pod;AN/AAQ-33;
modification/uk_tiald/desc;升\t级\t至 GR.1B 型\t号，\t可\t携\t带 TIALD 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/uk_tiald;GR.1B/TIALD;
modification/uk_tiald_pod/desc;可\t携\t带 TIALD 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/uk_tiald_pod;TIALD;
modification/cn_k_pzs_01/desc;可\t携\t带 K/PZS-01 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/cn_k_pzs_01;K/PZS-01;
modification/cn_k_adc03a/desc;可\t携\t带 K/JDC-03A 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/cn_k_adc03a;K/JDC-03A;
modification/cn_yings_3a/desc;可\t携\t带\t“鹰\t隼”\t-IIIA 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/cn_yings_3a;“鹰\t隼”\t-IIIA;
modification/tr_aselpod/desc;可\t携\t带 ASELPOD 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/tr_aselpod;ASELPOD;
modification/us_lantirn_pod/desc;可\t携\t带 LANTIRN 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_lantirn_pod;LANTIRN;
modification/us_pave_tack_pod/desc;可\t携\t带 AN/AVQ-26\t“铺\t路\t针”\t激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/us_pave_tack_pod;AN/AVQ-26;
modification/su_mercury_pod/desc;可\t携\t带\t“水\t星”\t光\t学\t火\t控\t吊\t舱。;
modification/su_mercury_pod;“水\t星”;
modification/fr_damocles_pod/desc;可\t携\t带 DAMOCLES 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/fr_damocles_pod;DAMOCLES;
modification/fr_talios_pod/desc;可\t携\t带 TALIOS 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/fr_talios_pod;TALIOS;
modification/t_220/desc;可\t携\t带 T220 激\t光\t/\t光\t电\t火\t控\t吊\t舱。;
modification/t_220;T220;
elite/elite;一\t级\t精\t英\t飞\t机;
elite/sub_elite;二\t级\t精\t英\t飞\t机;
elite/elite/desc;当\t且\t仅\t当\t购\t买\t完\t所\t有\t改\t装\t件\t后，\t才\t能\t解\t锁\t“一\t级\t精\t英\t飞\t机”。;
